ChinaID;Country;Launched_Price
CHN-OPP-PRD-0017;China;3.499
CHN-OPP-PRD-0018;China;2.999
CHN-OPP-PRD-0019;China;3.199
CHN-OPP-PRD-0020;China;3.499
CHN-OPP-PRD-0021;China;2.999
CHN-OPP-PRD-0022;China;3.199
CHN-OPP-PRD-0023;China;3.499
CHN-OPP-PRD-0024;China;2.999
CHN-OPP-PRD-0025;China;3.199
CHN-OPP-PRD-0026;China;3.499
CHN-OPP-PRD-0027;China;4.999
CHN-OPP-PRD-0028;China;5.499
CHN-OPP-PRD-0029;China;3.499
CHN-OPP-PRD-0030;China;3.799
CHN-OPP-PRD-0031;China;3.999
CHN-OPP-PRD-0032;China;4.499
CHN-OPP-PRD-0033;China;3.499
CHN-OPP-PRD-0034;China;3.799
CHN-OPP-PRD-0035;China;4.499
CHN-OPP-PRD-0036;China;4.999
CHN-OPP-PRD-0037;China;5.499
CHN-OPP-PRD-0038;China;5.999
CHN-OPP-PRD-0039;China;3.499
CHN-OPP-PRD-0040;China;3.999
CHN-OPP-PRD-0041;China;7.999
CHN-OPP-PRD-0042;China;8.999
CHN-OPP-PRD-0043;China;6.999
CHN-OPP-PRD-0044;China;7.999
CHN-OPP-PRD-0045;China;6.499
CHN-OPP-PRD-0046;China;7.499
CHN-OPP-PRD-0047;China;5.999
CHN-OPP-PRD-0048;China;6.999
CHN-OPP-PRD-0049;China;5.999
CHN-OPP-PRD-0050;China;6.999
CHN-OPP-PRD-0051;China;4.999
CHN-OPP-PRD-0052;China;5.999
CHN-OPP-PRD-0053;China;6.999
CHN-OPP-PRD-0054;China;6.999
CHN-OPP-PRD-0055;China;2.699
CHN-OPP-PRD-0056;China;2.999
CHN-OPP-PRD-0057;China;3.499
CHN-OPP-PRD-0058;China;3.999
CHN-OPP-PRD-0059;China;2.399
CHN-OPP-PRD-0060;China;2.699
CHN-OPP-PRD-0061;China;3.299
CHN-OPP-PRD-0062;China;3.799
CHN-OPP-PRD-0063;China;2.199
CHN-OPP-PRD-0064;China;2.499
CHN-OPP-PRD-0065;China;3.099
CHN-OPP-PRD-0066;China;3.399
CHN-OPP-PRD-0067;China;1.999
CHN-OPP-PRD-0068;China;2.199
CHN-OPP-PRD-0069;China;2.799
CHN-OPP-PRD-0070;China;2.399
CHN-OPP-PRD-0071;China;2.699
CHN-OPP-PRD-0072;China;2.999
CHN-OPP-PRD-0073;China;3.299
CHN-OPP-PRD-0074;China;3.999
CHN-OPP-PRD-0075;China;2.099
CHN-OPP-PRD-0076;China;2.399
CHN-OPP-PRD-0077;China;2.799
CHN-OPP-PRD-0078;China;3.099
CHN-OPP-PRD-0079;China;3.799
CHN-OPP-PRD-0080;China;1.899
CHN-OPP-PRD-0081;China;2.199
CHN-OPP-PRD-0082;China;3.299
CHN-OPP-PRD-0083;China;1.799
CHN-OPP-PRD-0084;China;2.099
CHN-OPP-PRD-0085;China;3.299
CHN-OPP-PRD-0086;China;1.699
CHN-OPP-PRD-0087;China;1.899
CHN-OPP-PRD-0088;China;1.699
CHN-OPP-PRD-0089;China;1.599
CHN-OPP-PRD-0090;China;1.499
CHN-OPP-PRD-0091;China;1.399
CHN-OPP-PRD-0092;China;1.599
CHN-OPP-PRD-0093;China;1.299
CHN-OPP-PRD-0094;China;1.199
CHN-OPP-PRD-0095;China;1.099
CHN-OPP-PRD-0096;China;999
CHN-OPP-PRD-0097;China;899
CHN-OPP-PRD-0098;China;1.499
CHN-OPP-PRD-0099;China;1.799
CHN-OPP-PRD-0100;China;1.499
CHN-OPP-PRD-0101;China;1.699
CHN-OPP-PRD-0102;China;1.499
CHN-OPP-PRD-0103;China;1.699
CHN-OPP-PRD-0104;China;1.799
CHN-OPP-PRD-0105;China;1.499
CHN-OPP-PRD-0106;China;1.699
CHN-OPP-PRD-0107;China;2.199
CHN-OPP-PRD-0108;China;2.499
CHN-OPP-PRD-0109;China;1.999
CHN-OPP-PRD-0110;China;2.199
CHN-OPP-PRD-0111;China;1.499
CHN-OPP-PRD-0112;China;1.999
CHN-OPP-PRD-0113;China;2.199
CHN-OPP-PRD-0114;China;1.499
CHN-OPP-PRD-0115;China;1.699
CHN-OPP-PRD-0116;China;1.899
CHN-OPP-PRD-0117;China;2.199
CHN-OPP-PRD-0118;China;1.499
CHN-OPP-PRD-0119;China;1.699
CHN-OPP-PRD-0120;China;1.799
CHN-OPP-PRD-0121;China;2.099
CHN-OPP-PRD-0122;China;1.499
CHN-OPP-PRD-0123;China;1.699
CHN-OPP-PRD-0124;China;2.199
CHN-OPP-PRD-0125;China;2.499
CHN-OPP-PRD-0126;China;1.999
CHN-OPP-PRD-0127;China;2.199
CHN-OPP-PRD-0128;China;1.499
CHN-OPP-PRD-0129;China;1.999
CHN-POC-PRD-0001;China;2.999
CHN-POC-PRD-0002;China;1.399
CHN-POC-PRD-0003;China;1.599
CHN-POC-PRD-0004;China;999
CHN-POC-PRD-0005;China;2.499
CHN-POC-PRD-0006;China;1.799
CHN-POC-PRD-0007;China;1.199
CHN-POC-PRD-0008;China;2.299
CHN-POC-PRD-0009;China;1.899
CHN-POC-PRD-0010;China;1.499
CHN-POC-PRD-0011;China;2.399
CHN-POC-PRD-0012;China;3.299
CHN-POC-PRD-0013;China;1.999
CHN-POC-PRD-0014;China;1.499
CHN-POC-PRD-0015;China;1.299
CHN-POC-PRD-0016;China;1.399
CHN-POC-PRD-0017;China;2.299
CHN-POC-PRD-0018;China;3.299
CHN-POC-PRD-0019;China;1.799
CHN-POC-PRD-0020;China;2.199
CHN-POC-PRD-0021;China;1.299
CHN-POC-PRD-0022;China;1.499
CHN-POC-PRD-0023;China;2.299
CHN-POC-PRD-0024;China;2.599
CHN-POC-PRD-0025;China;2.999
CHN-POC-PRD-0026;China;3.499
CHN-POC-PRD-0027;China;999
CHN-POC-PRD-0028;China;2.199
CHN-POC-PRD-0029;China;2.699
CHN-POC-PRD-0030;China;1.599
CHN-POC-PRD-0031;China;2.099
CHN-POC-PRD-0032;China;2.299
CHN-REA-PRD-0001;China;3.400
CHN-REA-PRD-0002;China;3.600
CHN-REA-PRD-0003;China;2.800
CHN-REA-PRD-0004;China;2.900
CHN-REA-PRD-0005;China;3.000
CHN-REA-PRD-0006;China;2.700
CHN-REA-PRD-0007;China;2.800
CHN-REA-PRD-0008;China;2.600
CHN-REA-PRD-0009;China;2.800
CHN-REA-PRD-0010;China;2.400
CHN-REA-PRD-0011;China;2.500
CHN-REA-PRD-0012;China;2.000
CHN-REA-PRD-0013;China;2.100
CHN-REA-PRD-0014;China;1.800
CHN-REA-PRD-0015;China;1.900
CHN-REA-PRD-0016;China;1.500
CHN-REA-PRD-0017;China;1.600
CHN-REA-PRD-0018;China;2.200
CHN-REA-PRD-0019;China;2.400
CHN-REA-PRD-0020;China;2.800
CHN-REA-PRD-0021;China;3.000
CHN-REA-PRD-0022;China;1.800
CHN-REA-PRD-0023;China;1.900
CHN-REA-PRD-0024;China;2.500
CHN-REA-PRD-0025;China;2.700
CHN-REA-PRD-0026;China;1.400
CHN-REA-PRD-0027;China;1.500
CHN-REA-PRD-0028;China;1.900
CHN-REA-PRD-0029;China;2.000
CHN-REA-PRD-0030;China;1.700
CHN-REA-PRD-0031;China;1.800
CHN-REA-PRD-0032;China;1.200
CHN-REA-PRD-0033;China;1.100
CHN-REA-PRD-0034;China;1.500
CHN-REA-PRD-0035;China;1.600
CHN-REA-PRD-0036;China;1.100
CHN-REA-PRD-0037;China;1.200
CHN-REA-PRD-0038;China;900
CHN-REA-PRD-0039;China;1.200
CHN-REA-PRD-0040;China;1.300
CHN-REA-PRD-0041;China;1.100
CHN-REA-PRD-0042;China;1.200
CHN-REA-PRD-0043;China;1.050
CHN-REA-PRD-0044;China;1.200
CHN-REA-PRD-0045;China;1.300
CHN-REA-PRD-0046;China;1.500
CHN-REA-PRD-0047;China;1.600
CHN-REA-PRD-0048;China;1.700
CHN-REA-PRD-0049;China;1.200
CHN-REA-PRD-0050;China;3.200
CHN-REA-PRD-0051;China;3.600
CHN-REA-PRD-0052;China;2.400
CHN-REA-PRD-0053;China;2.800
CHN-REA-PRD-0054;China;2.500
CHN-REA-PRD-0055;China;2.900
CHN-REA-PRD-0056;China;1.400
CHN-REA-PRD-0057;China;1.600
CHN-REA-PRD-0058;China;2.000
CHN-REA-PRD-0059;China;2.300
CHN-REA-PRD-0060;China;1.300
CHN-REA-PRD-0061;China;1.500
CHN-REA-PRD-0062;China;2.200
CHN-REA-PRD-0063;China;2.500
CHN-REA-PRD-0064;China;1.100
CHN-REA-PRD-0065;China;1.300
CHN-REA-PRD-0066;China;1.350
CHN-REA-PRD-0067;China;1.550
CHN-REA-PRD-0068;China;1.400
CHN-REA-PRD-0069;China;1.600
CHN-SAM-PRD-0001;China;7.499
CHN-SAM-PRD-0002;China;7.999
CHN-SAM-PRD-0003;China;6.199
CHN-SAM-PRD-0004;China;6.999
CHN-SAM-PRD-0005;China;5.799
CHN-SAM-PRD-0006;China;6.199
CHN-SAM-PRD-0007;China;7.299
CHN-SAM-PRD-0008;China;7.999
CHN-SAM-PRD-0009;China;6.199
CHN-SAM-PRD-0010;China;6.799
CHN-SAM-PRD-0011;China;5.499
CHN-SAM-PRD-0012;China;5.999
CHN-SAM-PRD-0013;China;6.599
CHN-SAM-PRD-0014;China;7.199
CHN-SAM-PRD-0015;China;5.999
CHN-SAM-PRD-0016;China;6.499
CHN-SAM-PRD-0017;China;5.499
CHN-SAM-PRD-0018;China;5.999
CHN-SAM-PRD-0019;China;11.999
CHN-SAM-PRD-0020;China;12.999
CHN-SAM-PRD-0021;China;7.999
CHN-SAM-PRD-0022;China;8.999
CHN-SAM-PRD-0023;China;10.999
CHN-SAM-PRD-0024;China;11.999
CHN-SAM-PRD-0025;China;6.999
CHN-SAM-PRD-0026;China;7.999
CHN-SAM-PRD-0027;China;2.199
CHN-SAM-PRD-0028;China;2.499
CHN-SAM-PRD-0029;China;1.799
CHN-SAM-PRD-0030;China;1.999
CHN-SAM-PRD-0031;China;1.599
CHN-SAM-PRD-0032;China;1.799
CHN-SAM-PRD-0033;China;1.499
CHN-SAM-PRD-0034;China;1.699
CHN-SAM-PRD-0035;China;1.199
CHN-SAM-PRD-0036;China;1.399
CHN-SAM-PRD-0037;China;2.099
CHN-SAM-PRD-0038;China;2.299
CHN-SAM-PRD-0039;China;1.699
CHN-SAM-PRD-0040;China;1.999
CHN-SAM-PRD-0041;China;1.399
CHN-SAM-PRD-0042;China;1.599
CHN-SAM-PRD-0043;China;1.099
CHN-SAM-PRD-0044;China;1.299
CHN-SAM-PRD-0045;China;2.199
CHN-SAM-PRD-0046;China;2.399
CHN-SAM-PRD-0047;China;1.799
CHN-SAM-PRD-0048;China;1.999
CHN-SAM-PRD-0049;China;1.399
CHN-SAM-PRD-0050;China;1.599
CHN-SAM-PRD-0051;China;7.999
CHN-SAM-PRD-0052;China;8.499
CHN-SAM-PRD-0053;China;6.499
CHN-SAM-PRD-0054;China;7.099
CHN-SAM-PRD-0055;China;6.299
CHN-SAM-PRD-0056;China;6.999
CHN-SAM-PRD-0057;China;5.699
CHN-SAM-PRD-0058;China;5.199
CHN-SAM-PRD-0059;China;2.299
CHN-SAM-PRD-0060;China;1.299
CHN-SAM-PRD-0061;China;1.699
CHN-SAM-PRD-0062;China;1.599
CHN-SAM-PRD-0063;China;1.499
CHN-SAM-PRD-0064;China;999
CHN-SAM-PRD-0065;China;3.099
CHN-SAM-PRD-0066;China;2.499
CHN-SAM-PRD-0067;China;1.899
CHN-SAM-PRD-0068;China;10.999
CHN-SAM-PRD-0069;China;9.999
CHN-SAM-PRD-0070;China;9.999
CHN-SAM-PRD-0071;China;8.799
CHN-SAM-PRD-0072;China;7.299
CHN-SAM-PRD-0073;China;5.499
CHN-SAM-PRD-0074;China;9.499
CHN-SAM-PRD-0075;China;8.299
CHN-SAM-PRD-0076;China;6.999
CHN-SAM-PRD-0077;China;1.799
CHN-SAM-PRD-0078;China;1.299
CHN-SAM-PRD-0079;China;1.499
CHN-SAM-PRD-0080;China;999
CHN-SAM-PRD-0081;China;3.699
CHN-SAM-PRD-0082;China;4.299
CHN-SAM-PRD-0083;China;2.999
CHN-SAM-PRD-0084;China;899
CHN-SAM-PRD-0085;China;799
CHN-SAM-PRD-0086;China;13.999
CHN-SAM-PRD-0087;China;15.999
CHN-SAM-PRD-0088;China;17.999
CHN-SON-PRD-0001;China;7.299
CHN-SON-PRD-0002;China;5.999
CHN-SON-PRD-0003;China;3.299
CHN-SON-PRD-0004;China;7.999
CHN-SON-PRD-0005;China;6.299
CHN-SON-PRD-0006;China;3.699
CHN-SON-PRD-0007;China;8.499
CHN-SON-PRD-0008;China;6.599
CHN-SON-PRD-0009;China;3.999
CHN-TEC-PRD-0001;China;799
CHN-TEC-PRD-0002;China;2.499
CHN-TEC-PRD-0003;China;599
CHN-TEC-PRD-0004;China;2.299
CHN-TEC-PRD-0005;China;3.199
CHN-TEC-PRD-0006;China;1.199
CHN-TEC-PRD-0007;China;1.399
CHN-TEC-PRD-0008;China;549
CHN-TEC-PRD-0009;China;1.799
CHN-TEC-PRD-0010;China;1.099
CHN-TEC-PRD-0011;China;12.999
CHN-TEC-PRD-0012;China;5.999
CHN-TEC-PRD-0013;China;2.499
CHN-TEC-PRD-0014;China;999
CHN-TEC-PRD-0015;China;599
CHN-TEC-PRD-0016;China;6.999
CHN-TEC-PRD-0017;China;1.199
CHN-TEC-PRD-0018;China;2.299
CHN-TEC-PRD-0019;China;1.899
CHN-TEC-PRD-0020;China;7.499
CHN-TEC-PRD-0021;China;5.499
CHN-TEC-PRD-0022;China;3.199
CHN-TEC-PRD-0023;China;2.499
CHN-TEC-PRD-0024;China;6.999
CHN-TEC-PRD-0025;China;1.799
CHN-TEC-PRD-0026;China;1.199
CHN-TEC-PRD-0027;China;1.099
CHN-TEC-PRD-0028;China;999
CHN-TEC-PRD-0029;China;599
CHN-TEC-PRD-0030;China;549
CHN-TEC-PRD-0031;China;6.999
CHN-TEC-PRD-0032;China;4.999
CHN-TEC-PRD-0033;China;2.799
CHN-TEC-PRD-0034;China;6.499
CHN-TEC-PRD-0035;China;3.199
CHN-TEC-PRD-0036;China;2.499
CHN-TEC-PRD-0037;China;2.499
CHN-TEC-PRD-0038;China;4.499
CHN-TEC-PRD-0039;China;2.299
CHN-VIV-PRD-0001;China;6.999
CHN-VIV-PRD-0002;China;7.499
CHN-VIV-PRD-0003;China;7.999
CHN-VIV-PRD-0004;China;8.499
CHN-VIV-PRD-0005;China;6.499
CHN-VIV-PRD-0006;China;2.999
CHN-VIV-PRD-0007;China;2.499
CHN-VIV-PRD-0008;China;2.299
CHN-VIV-PRD-0009;China;1.999
CHN-VIV-PRD-0010;China;3.999
CHN-VIV-PRD-0011;China;3.499
CHN-VIV-PRD-0012;China;4.499
CHN-VIV-PRD-0013;China;1.699
CHN-VIV-PRD-0014;China;1.499
CHN-VIV-PRD-0015;China;2.199
CHN-VIV-PRD-0016;China;999
CHN-VIV-PRD-0017;China;1.299
CHN-VIV-PRD-0018;China;1.699
CHN-VIV-PRD-0019;China;1.299
CHN-VIV-PRD-0020;China;1.199
CHN-VIV-PRD-0021;China;899
CHN-VIV-PRD-0022;China;1.199
CHN-VIV-PRD-0023;China;2.799
CHN-VIV-PRD-0024;China;3.199
CHN-VIV-PRD-0025;China;2.999
CHN-VIV-PRD-0026;China;3.199
CHN-VIV-PRD-0027;China;899
CHN-VIV-PRD-0028;China;1.099
CHN-VIV-PRD-0029;China;2.299
CHN-VIV-PRD-0030;China;2.499
CHN-VIV-PRD-0031;China;899
CHN-VIV-PRD-0032;China;1.099
CHN-VIV-PRD-0033;China;2.199
CHN-VIV-PRD-0034;China;2.399
CHN-VIV-PRD-0035;China;3.499
CHN-VIV-PRD-0036;China;3.799
CHN-VIV-PRD-0037;China;1.499
CHN-VIV-PRD-0038;China;1.299
CHN-VIV-PRD-0039;China;1.799
CHN-VIV-PRD-0040;China;2.099
CHN-VIV-PRD-0041;China;2.299
CHN-VIV-PRD-0042;China;1.899
CHN-VIV-PRD-0043;China;1.799
CHN-VIV-PRD-0044;China;1.999
CHN-VIV-PRD-0045;China;1.699
CHN-VIV-PRD-0046;China;1.299
CHN-VIV-PRD-0047;China;3.999
CHN-VIV-PRD-0048;China;4.199
CHN-VIV-PRD-0049;China;2.699
CHN-VIV-PRD-0050;China;2.999
CHN-VIV-PRD-0051;China;2.199
CHN-VIV-PRD-0052;China;2.499
CHN-VIV-PRD-0053;China;1.699
CHN-VIV-PRD-0054;China;1.299
CHN-VIV-PRD-0055;China;2.499
CHN-VIV-PRD-0056;China;2.799
CHN-VIV-PRD-0057;China;4.299
CHN-VIV-PRD-0058;China;4.699
CHN-VIV-PRD-0059;China;1.799
CHN-VIV-PRD-0060;China;1.999
CHN-VIV-PRD-0061;China;4.599
CHN-VIV-PRD-0062;China;5.199
CHN-VIV-PRD-0063;China;2.999
CHN-VIV-PRD-0064;China;3.199
CHN-VIV-PRD-0065;China;3.299
CHN-VIV-PRD-0066;China;3.499
CHN-VIV-PRD-0067;China;2.799
CHN-VIV-PRD-0068;China;2.999
CHN-VIV-PRD-0069;China;6.999
CHN-VIV-PRD-0070;China;7.499
CHN-VIV-PRD-0071;China;1.999
CHN-VIV-PRD-0072;China;2.199
CHN-VIV-PRD-0073;China;1.699
CHN-VIV-PRD-0074;China;1.799
CHN-VIV-PRD-0075;China;2.799
CHN-VIV-PRD-0076;China;3.199
CHN-VIV-PRD-0077;China;5.999
CHN-VIV-PRD-0078;China;6.499
CHN-VIV-PRD-0079;China;1.299
CHN-VIV-PRD-0080;China;1.099
CHN-VIV-PRD-0081;China;2.499
CHN-VIV-PRD-0082;China;3.199
CHN-VIV-PRD-0083;China;2.199
CHN-VIV-PRD-0084;China;2.399
CHN-VIV-PRD-0085;China;3.599
CHN-VIV-PRD-0086;China;4.299
CHN-XIA-PRD-0001;China;5.299
CHN-XIA-PRD-0002;China;5.799
CHN-XIA-PRD-0003;China;6.499
CHN-XIA-PRD-0004;China;4.299
CHN-XIA-PRD-0005;China;4.799
CHN-XIA-PRD-0006;China;3.999
CHN-XIA-PRD-0007;China;4.299
CHN-XIA-PRD-0008;China;4.799
CHN-XIA-PRD-0009;China;3.499
CHN-XIA-PRD-0010;China;3.799
CHN-XIA-PRD-0011;China;4.799
CHN-XIA-PRD-0012;China;5.299
CHN-XIA-PRD-0013;China;3.999
CHN-XIA-PRD-0014;China;4.499
CHN-XIA-PRD-0015;China;2.499
CHN-XIA-PRD-0016;China;2.799
CHN-XIA-PRD-0017;China;3.099
CHN-XIA-PRD-0018;China;2.199
CHN-XIA-PRD-0019;China;2.499
CHN-XIA-PRD-0020;China;1.999
CHN-XIA-PRD-0021;China;2.299
CHN-XIA-PRD-0022;China;1.799
CHN-XIA-PRD-0023;China;2.099
CHN-XIA-PRD-0024;China;1.599
CHN-XIA-PRD-0025;China;1.899
CHN-XIA-PRD-0026;China;1.299
CHN-XIA-PRD-0027;China;1.499
CHN-IQO-PRD-0001;China;2.699
CHN-IQO-PRD-0002;China;3.499
CHN-IQO-PRD-0003;China;3.899
